City,State,day_number,day_of_week,hour_of_day,total_incidents,total_victims
WHEATON,MD,4,Wednesday,7,82,84.0
WHEATON,MD,4,Wednesday,8,124,126.0
WHEATON,MD,4,Wednesday,9,146,150.0
WHEATON,MD,4,Wednesday,10,161,165.0
WHEATON,MD,4,Wednesday,11,211,215.0
WHEATON,MD,4,Wednesday,12,304,307.0
WHEATON,MD,4,Wednesday,13,266,266.0
WHEATON,MD,4,Wednesday,14,273,277.0
WHEATON,MD,4,Wednesday,15,324,331.0
WHEATON,MD,4,Wednesday,16,312,314.0
WHEATON,MD,4,Wednesday,17,343,351.0
WHEATON,MD,4,Wednesday,18,319,322.0
WHEATON,MD,4,Wednesday,19,323,331.0
WHEATON,MD,4,Wednesday,20,239,244.0
WHEATON,MD,4,Wednesday,21,236,238.0
WHEATON,MD,4,Wednesday,22,217,220.0
WHEATON,MD,4,Wednesday,23,163,168.0
WHEATON,MD,5,Thursday,0,272,273.0
WHEATON,MD,5,Thursday,1,90,92.0
WHEATON,MD,5,Thursday,2,84,86.0
WHEATON,MD,5,Thursday,3,38,39.0
WHEATON,MD,5,Thursday,4,44,45.0
WHEATON,MD,5,Thursday,5,30,31.0
WHEATON,MD,5,Thursday,6,35,35.0
WHEATON,MD,5,Thursday,7,73,75.0
WHEATON,MD,5,Thursday,8,117,120.0
WHEATON,MD,5,Thursday,9,142,143.0
WHEATON,MD,5,Thursday,10,159,161.0
WHEATON,MD,5,Thursday,11,202,206.0
WHEATON,MD,5,Thursday,12,277,278.0
WHEATON,MD,5,Thursday,13,263,267.0
WHEATON,MD,5,Thursday,14,262,266.0
WHEATON,MD,5,Thursday,15,331,334.0
WHEATON,MD,5,Thursday,16,321,323.0
WHEATON,MD,5,Thursday,17,327,331.0
WHEATON,MD,5,Thursday,18,311,315.0
WHEATON,MD,5,Thursday,19,279,282.0
WHEATON,MD,5,Thursday,20,265,272.0
WHEATON,MD,5,Thursday,21,245,249.0
WHEATON,MD,5,Thursday,22,212,220.0
WHEATON,MD,5,Thursday,23,179,184.0
WHEATON,MD,6,Friday,0,305,311.0
WHEATON,MD,6,Friday,1,158,161.0
WHEATON,MD,6,Friday,2,166,170.0
WHEATON,MD,6,Friday,3,73,74.0
WHEATON,MD,6,Friday,4,43,44.0
WHEATON,MD,6,Friday,5,20,21.0
WHEATON,MD,6,Friday,6,55,58.0
WHEATON,MD,6,Friday,7,63,65.0
WHEATON,MD,6,Friday,8,104,105.0
WHEATON,MD,6,Friday,9,135,140.0
WHEATON,MD,6,Friday,10,178,179.0
WHEATON,MD,6,Friday,11,222,229.0
WHEATON,MD,6,Friday,12,282,283.0
WHEATON,MD,6,Friday,13,290,291.0
WHEATON,MD,6,Friday,14,269,275.0
WHEATON,MD,6,Friday,15,329,335.0
WHEATON,MD,6,Friday,16,331,337.0
WHEATON,MD,6,Friday,17,325,331.0
WHEATON,MD,6,Friday,18,350,353.0
WHEATON,MD,6,Friday,19,315,316.0
WHEATON,MD,6,Friday,20,303,311.0
WHEATON,MD,6,Friday,21,244,244.0
WHEATON,MD,6,Friday,22,259,263.0
WHEATON,MD,6,Friday,23,269,277.0
WHEATON,MD,7,Saturday,0,327,333.0
WHEATON,MD,7,Saturday,1,235,240.0
WHEATON,MD,7,Saturday,2,221,224.0
WHEATON,MD,7,Saturday,3,177,181.0
WHEATON,MD,7,Saturday,4,84,86.0
WHEATON,MD,7,Saturday,5,36,38.0
WHEATON,MD,7,Saturday,6,47,49.0
WHEATON,MD,7,Saturday,7,67,69.0
WHEATON,MD,7,Saturday,8,71,71.0
WHEATON,MD,7,Saturday,9,109,112.0
WHEATON,MD,7,Saturday,10,141,147.0
WHEATON,MD,7,Saturday,11,140,142.0
WHEATON,MD,7,Saturday,12,225,228.0
WHEATON,MD,7,Saturday,13,184,189.0
WHEATON,MD,7,Saturday,14,218,221.0
WHEATON,MD,7,Saturday,15,256,258.0
WHEATON,MD,7,Saturday,16,256,257.0
WHEATON,MD,7,Saturday,17,271,276.0
WHEATON,MD,7,Saturday,18,301,309.0
WHEATON,MD,7,Saturday,19,245,250.0
WHEATON,MD,7,Saturday,20,255,263.0
WHEATON,MD,7,Saturday,21,246,248.0
WHEATON,MD,7,Saturday,22,246,253.0
WHEATON,MD,7,Saturday,23,247,249.0
