City,State,day_number,day_of_week,hour_of_day,total_incidents,total_victims
ASHTON,MD,1,Sunday,0,8,8.0
ASHTON,MD,1,Sunday,1,1,1.0
ASHTON,MD,1,Sunday,2,4,4.0
ASHTON,MD,1,Sunday,3,1,1.0
ASHTON,MD,1,Sunday,5,1,1.0
ASHTON,MD,1,Sunday,6,1,1.0
ASHTON,MD,1,Sunday,7,2,2.0
ASHTON,MD,1,Sunday,8,1,1.0
ASHTON,MD,1,Sunday,9,3,3.0
ASHTON,MD,1,Sunday,10,2,2.0
ASHTON,MD,1,Sunday,11,2,2.0
ASHTON,MD,1,Sunday,12,5,5.0
ASHTON,MD,1,Sunday,13,2,2.0
ASHTON,MD,1,Sunday,14,3,4.0
ASHTON,MD,1,Sunday,15,2,2.0
ASHTON,MD,1,Sunday,16,3,3.0
ASHTON,MD,1,Sunday,17,7,7.0
ASHTON,MD,1,Sunday,18,4,5.0
ASHTON,MD,1,Sunday,19,1,1.0
ASHTON,MD,1,Sunday,20,2,2.0
ASHTON,MD,1,Sunday,21,2,2.0
ASHTON,MD,1,Sunday,22,4,4.0
ASHTON,MD,1,Sunday,23,1,1.0
ASHTON,MD,2,Monday,0,12,12.0
ASHTON,MD,2,Monday,1,2,2.0
ASHTON,MD,2,Monday,2,1,1.0
ASHTON,MD,2,Monday,7,2,2.0
ASHTON,MD,2,Monday,8,4,4.0
ASHTON,MD,2,Monday,9,3,3.0
ASHTON,MD,2,Monday,10,6,6.0
ASHTON,MD,2,Monday,11,4,4.0
ASHTON,MD,2,Monday,12,11,11.0
ASHTON,MD,2,Monday,13,1,1.0
ASHTON,MD,2,Monday,14,1,1.0
ASHTON,MD,2,Monday,15,7,7.0
ASHTON,MD,2,Monday,16,6,7.0
ASHTON,MD,2,Monday,17,5,5.0
ASHTON,MD,2,Monday,18,3,3.0
ASHTON,MD,2,Monday,19,2,3.0
ASHTON,MD,2,Monday,20,5,5.0
ASHTON,MD,2,Monday,21,4,4.0
ASHTON,MD,2,Monday,22,3,3.0
ASHTON,MD,2,Monday,23,2,2.0
ASHTON,MD,3,Tuesday,0,6,6.0
ASHTON,MD,3,Tuesday,1,3,4.0
ASHTON,MD,3,Tuesday,3,1,1.0
ASHTON,MD,3,Tuesday,4,2,2.0
ASHTON,MD,3,Tuesday,8,1,1.0
ASHTON,MD,3,Tuesday,9,4,4.0
ASHTON,MD,3,Tuesday,10,5,5.0
ASHTON,MD,3,Tuesday,11,3,3.0
ASHTON,MD,3,Tuesday,12,9,10.0
ASHTON,MD,3,Tuesday,13,9,9.0
ASHTON,MD,3,Tuesday,14,4,4.0
ASHTON,MD,3,Tuesday,15,3,3.0
ASHTON,MD,3,Tuesday,16,8,8.0
ASHTON,MD,3,Tuesday,17,5,5.0
ASHTON,MD,3,Tuesday,18,7,7.0
ASHTON,MD,3,Tuesday,19,2,2.0
ASHTON,MD,3,Tuesday,20,6,6.0
ASHTON,MD,3,Tuesday,21,6,6.0
ASHTON,MD,3,Tuesday,22,2,2.0
ASHTON,MD,3,Tuesday,23,4,4.0
ASHTON,MD,4,Wednesday,0,4,4.0
ASHTON,MD,4,Wednesday,1,1,1.0
ASHTON,MD,4,Wednesday,3,5,5.0
ASHTON,MD,4,Wednesday,5,1,1.0
ASHTON,MD,4,Wednesday,6,3,3.0
ASHTON,MD,4,Wednesday,7,1,1.0
ASHTON,MD,4,Wednesday,8,3,3.0
ASHTON,MD,4,Wednesday,9,5,5.0
ASHTON,MD,4,Wednesday,10,7,7.0
ASHTON,MD,4,Wednesday,11,2,2.0
ASHTON,MD,4,Wednesday,12,4,4.0
ASHTON,MD,4,Wednesday,13,2,2.0
ASHTON,MD,4,Wednesday,14,2,2.0
ASHTON,MD,4,Wednesday,15,5,6.0
ASHTON,MD,4,Wednesday,16,5,5.0
ASHTON,MD,4,Wednesday,17,6,6.0
ASHTON,MD,4,Wednesday,18,2,2.0
ASHTON,MD,4,Wednesday,19,3,3.0
ASHTON,MD,4,Wednesday,20,5,5.0
ASHTON,MD,4,Wednesday,21,3,3.0
ASHTON,MD,4,Wednesday,22,4,4.0
ASHTON,MD,4,Wednesday,23,1,1.0
ASHTON,MD,5,Thursday,0,5,5.0
ASHTON,MD,5,Thursday,1,1,1.0
ASHTON,MD,5,Thursday,2,2,2.0
ASHTON,MD,5,Thursday,4,1,1.0
ASHTON,MD,5,Thursday,7,2,2.0
ASHTON,MD,5,Thursday,8,3,3.0
ASHTON,MD,5,Thursday,9,4,4.0
ASHTON,MD,5,Thursday,10,3,3.0
ASHTON,MD,5,Thursday,11,2,2.0
ASHTON,MD,5,Thursday,12,9,9.0
ASHTON,MD,5,Thursday,14,2,2.0
ASHTON,MD,5,Thursday,15,5,5.0
ASHTON,MD,5,Thursday,16,1,1.0
ASHTON,MD,5,Thursday,17,4,4.0
ASHTON,MD,5,Thursday,18,7,7.0
ASHTON,MD,5,Thursday,19,7,7.0
ASHTON,MD,5,Thursday,20,5,5.0
ASHTON,MD,5,Thursday,21,5,5.0
ASHTON,MD,5,Thursday,23,3,4.0
ASHTON,MD,6,Friday,0,8,8.0
ASHTON,MD,6,Friday,1,2,2.0
ASHTON,MD,6,Friday,2,2,2.0
ASHTON,MD,6,Friday,4,2,2.0
ASHTON,MD,6,Friday,6,1,1.0
ASHTON,MD,6,Friday,7,5,5.0
ASHTON,MD,6,Friday,8,4,4.0
ASHTON,MD,6,Friday,9,4,4.0
ASHTON,MD,6,Friday,10,5,5.0
ASHTON,MD,6,Friday,11,3,3.0
ASHTON,MD,6,Friday,12,6,6.0
ASHTON,MD,6,Friday,13,4,4.0
ASHTON,MD,6,Friday,14,3,3.0
ASHTON,MD,6,Friday,15,6,6.0
ASHTON,MD,6,Friday,16,3,3.0
ASHTON,MD,6,Friday,17,4,4.0
ASHTON,MD,6,Friday,18,5,5.0
ASHTON,MD,6,Friday,19,2,2.0
ASHTON,MD,6,Friday,20,6,6.0
ASHTON,MD,6,Friday,21,1,1.0
ASHTON,MD,6,Friday,22,2,2.0
ASHTON,MD,6,Friday,23,5,5.0
ASHTON,MD,7,Saturday,0,8,8.0
ASHTON,MD,7,Saturday,1,1,1.0
ASHTON,MD,7,Saturday,2,1,1.0
ASHTON,MD,7,Saturday,4,1,1.0
ASHTON,MD,7,Saturday,5,1,1.0
ASHTON,MD,7,Saturday,6,3,3.0
ASHTON,MD,7,Saturday,7,2,2.0
ASHTON,MD,7,Saturday,8,2,2.0
ASHTON,MD,7,Saturday,9,2,2.0
ASHTON,MD,7,Saturday,10,6,6.0
ASHTON,MD,7,Saturday,11,2,2.0
ASHTON,MD,7,Saturday,12,2,2.0
ASHTON,MD,7,Saturday,13,3,3.0
ASHTON,MD,7,Saturday,14,6,6.0
ASHTON,MD,7,Saturday,15,4,4.0
ASHTON,MD,7,Saturday,16,3,3.0
ASHTON,MD,7,Saturday,17,3,3.0
ASHTON,MD,7,Saturday,18,5,5.0
ASHTON,MD,7,Saturday,19,1,1.0
ASHTON,MD,7,Saturday,20,5,5.0
ASHTON,MD,7,Saturday,21,2,2.0
ASHTON,MD,7,Saturday,22,2,2.0
ASHTON,MD,7,Saturday,23,5,5.0
BARNESVILLE,MD,1,Sunday,0,5,6.0
BARNESVILLE,MD,1,Sunday,9,1,1.0
BARNESVILLE,MD,1,Sunday,13,2,2.0
BARNESVILLE,MD,1,Sunday,14,2,2.0
BARNESVILLE,MD,2,Monday,0,2,2.0
BARNESVILLE,MD,2,Monday,11,1,1.0
BARNESVILLE,MD,2,Monday,14,1,1.0
BARNESVILLE,MD,2,Monday,16,1,1.0
BARNESVILLE,MD,2,Monday,17,1,1.0
BARNESVILLE,MD,2,Monday,18,1,1.0
BARNESVILLE,MD,2,Monday,22,1,1.0
BARNESVILLE,MD,3,Tuesday,11,1,1.0
BARNESVILLE,MD,3,Tuesday,16,1,1.0
BARNESVILLE,MD,3,Tuesday,18,2,2.0
BARNESVILLE,MD,4,Wednesday,0,1,1.0
BARNESVILLE,MD,4,Wednesday,8,1,1.0
BARNESVILLE,MD,4,Wednesday,9,1,1.0
BARNESVILLE,MD,4,Wednesday,11,1,1.0
BARNESVILLE,MD,4,Wednesday,12,1,1.0
BARNESVILLE,MD,4,Wednesday,13,1,1.0
BARNESVILLE,MD,4,Wednesday,19,1,1.0
BARNESVILLE,MD,4,Wednesday,20,1,1.0
BARNESVILLE,MD,4,Wednesday,21,1,1.0
BARNESVILLE,MD,4,Wednesday,22,1,1.0
BARNESVILLE,MD,5,Thursday,6,1,1.0
BARNESVILLE,MD,5,Thursday,7,1,1.0
BARNESVILLE,MD,5,Thursday,11,1,1.0
BARNESVILLE,MD,5,Thursday,12,2,2.0
BARNESVILLE,MD,5,Thursday,16,1,1.0
BARNESVILLE,MD,5,Thursday,18,1,1.0
BARNESVILLE,MD,5,Thursday,19,3,3.0
BARNESVILLE,MD,5,Thursday,20,2,2.0
BARNESVILLE,MD,5,Thursday,21,1,1.0
BARNESVILLE,MD,6,Friday,0,1,1.0
BARNESVILLE,MD,6,Friday,4,1,1.0
BARNESVILLE,MD,6,Friday,9,1,1.0
BARNESVILLE,MD,6,Friday,11,3,3.0
BARNESVILLE,MD,6,Friday,18,2,2.0
BARNESVILLE,MD,6,Friday,20,1,1.0
BARNESVILLE,MD,7,Saturday,6,1,1.0
BARNESVILLE,MD,7,Saturday,9,1,1.0
BARNESVILLE,MD,7,Saturday,10,1,1.0
BARNESVILLE,MD,7,Saturday,12,1,1.0
BARNESVILLE,MD,7,Saturday,14,2,2.0
BARNESVILLE,MD,7,Saturday,15,1,1.0
BARNESVILLE,MD,7,Saturday,16,2,2.0
BARNESVILLE,MD,7,Saturday,18,1,1.0
BARNESVILLE,MD,7,Saturday,20,2,2.0
BARNESVILLE,MD,7,Saturday,21,1,1.0
BARNESVILLE,MD,7,Saturday,23,2,3.0
BEALLSVILLE,MD,1,Sunday,0,2,2.0
BEALLSVILLE,MD,1,Sunday,2,1,1.0
BEALLSVILLE,MD,1,Sunday,8,1,1.0
BEALLSVILLE,MD,1,Sunday,10,1,1.0
BEALLSVILLE,MD,1,Sunday,13,1,1.0
BEALLSVILLE,MD,1,Sunday,14,1,1.0
BEALLSVILLE,MD,1,Sunday,16,3,3.0
BEALLSVILLE,MD,1,Sunday,23,2,2.0
BEALLSVILLE,MD,2,Monday,0,1,1.0
BEALLSVILLE,MD,2,Monday,12,3,3.0
BEALLSVILLE,MD,3,Tuesday,0,1,1.0
BEALLSVILLE,MD,3,Tuesday,8,1,1.0
BEALLSVILLE,MD,3,Tuesday,9,1,1.0
BEALLSVILLE,MD,3,Tuesday,11,1,1.0
BEALLSVILLE,MD,3,Tuesday,17,1,1.0
BEALLSVILLE,MD,3,Tuesday,18,1,1.0
BEALLSVILLE,MD,3,Tuesday,19,1,1.0
BEALLSVILLE,MD,3,Tuesday,21,1,1.0
BEALLSVILLE,MD,3,Tuesday,22,1,1.0
BEALLSVILLE,MD,4,Wednesday,0,1,1.0
BEALLSVILLE,MD,4,Wednesday,7,1,1.0
BEALLSVILLE,MD,4,Wednesday,11,2,2.0
BEALLSVILLE,MD,4,Wednesday,15,1,1.0
BEALLSVILLE,MD,4,Wednesday,23,2,2.0
BEALLSVILLE,MD,5,Thursday,2,1,1.0
BEALLSVILLE,MD,5,Thursday,9,1,1.0
BEALLSVILLE,MD,5,Thursday,15,2,2.0
BEALLSVILLE,MD,5,Thursday,16,1,1.0
BEALLSVILLE,MD,5,Thursday,17,1,1.0
BEALLSVILLE,MD,6,Friday,0,1,1.0
BEALLSVILLE,MD,6,Friday,8,1,1.0
BEALLSVILLE,MD,6,Friday,10,1,1.0
BEALLSVILLE,MD,6,Friday,11,2,2.0
BEALLSVILLE,MD,6,Friday,12,1,1.0
BEALLSVILLE,MD,6,Friday,13,2,2.0
BEALLSVILLE,MD,6,Friday,15,1,1.0
BEALLSVILLE,MD,6,Friday,21,1,1.0
BEALLSVILLE,MD,7,Saturday,1,1,1.0
BEALLSVILLE,MD,7,Saturday,5,1,1.0
BEALLSVILLE,MD,7,Saturday,7,1,1.0
BEALLSVILLE,MD,7,Saturday,10,1,1.0
BEALLSVILLE,MD,7,Saturday,14,1,1.0
BEALLSVILLE,MD,7,Saturday,15,1,1.0
BEALLSVILLE,MD,7,Saturday,17,1,1.0
BEALLSVILLE,MD,7,Saturday,23,1,1.0
BELTSVILLE,MD,1,Sunday,0,1,1.0
BELTSVILLE,MD,1,Sunday,2,3,3.0
BELTSVILLE,MD,1,Sunday,3,1,1.0
BELTSVILLE,MD,1,Sunday,6,1,1.0
BELTSVILLE,MD,1,Sunday,7,1,1.0
BELTSVILLE,MD,1,Sunday,8,2,2.0
BELTSVILLE,MD,1,Sunday,9,1,1.0
BELTSVILLE,MD,1,Sunday,11,1,1.0
BELTSVILLE,MD,1,Sunday,13,1,1.0
BELTSVILLE,MD,1,Sunday,14,1,1.0
BELTSVILLE,MD,1,Sunday,16,3,11.0
BELTSVILLE,MD,1,Sunday,18,2,2.0
BELTSVILLE,MD,1,Sunday,20,1,1.0
BELTSVILLE,MD,1,Sunday,23,1,1.0
BELTSVILLE,MD,2,Monday,3,1,1.0
BELTSVILLE,MD,2,Monday,4,1,1.0
BELTSVILLE,MD,2,Monday,11,3,3.0
BELTSVILLE,MD,2,Monday,12,1,1.0
BELTSVILLE,MD,2,Monday,16,1,1.0
BELTSVILLE,MD,2,Monday,21,2,2.0
BELTSVILLE,MD,2,Monday,22,1,1.0
BELTSVILLE,MD,2,Monday,23,1,1.0
BELTSVILLE,MD,3,Tuesday,0,3,3.0
BELTSVILLE,MD,3,Tuesday,4,1,1.0
BELTSVILLE,MD,3,Tuesday,6,1,1.0
BELTSVILLE,MD,3,Tuesday,8,1,1.0
BELTSVILLE,MD,3,Tuesday,9,1,1.0
BELTSVILLE,MD,3,Tuesday,11,1,1.0
BELTSVILLE,MD,3,Tuesday,13,1,1.0
BELTSVILLE,MD,3,Tuesday,14,2,2.0
BELTSVILLE,MD,3,Tuesday,17,1,1.0
BELTSVILLE,MD,3,Tuesday,18,1,1.0
BELTSVILLE,MD,3,Tuesday,19,2,2.0
BELTSVILLE,MD,3,Tuesday,20,1,1.0
BELTSVILLE,MD,3,Tuesday,22,3,4.0
BELTSVILLE,MD,3,Tuesday,23,2,2.0
BELTSVILLE,MD,4,Wednesday,0,2,2.0
BELTSVILLE,MD,4,Wednesday,1,1,1.0
BELTSVILLE,MD,4,Wednesday,4,2,2.0
BELTSVILLE,MD,4,Wednesday,8,1,1.0
BELTSVILLE,MD,4,Wednesday,15,1,1.0
BELTSVILLE,MD,4,Wednesday,16,1,1.0
BELTSVILLE,MD,4,Wednesday,17,1,1.0
BELTSVILLE,MD,4,Wednesday,19,1,1.0
BELTSVILLE,MD,4,Wednesday,20,3,3.0
BELTSVILLE,MD,4,Wednesday,22,1,1.0
BELTSVILLE,MD,5,Thursday,0,2,2.0
BELTSVILLE,MD,5,Thursday,1,2,2.0
BELTSVILLE,MD,5,Thursday,5,1,1.0
BELTSVILLE,MD,5,Thursday,6,1,1.0
BELTSVILLE,MD,5,Thursday,12,1,1.0
BELTSVILLE,MD,5,Thursday,14,1,1.0
BELTSVILLE,MD,5,Thursday,15,1,1.0
BELTSVILLE,MD,5,Thursday,16,1,1.0
BELTSVILLE,MD,5,Thursday,17,1,1.0
BELTSVILLE,MD,5,Thursday,19,2,2.0
BELTSVILLE,MD,5,Thursday,20,1,1.0
BELTSVILLE,MD,5,Thursday,21,1,1.0
BELTSVILLE,MD,5,Thursday,22,1,1.0
BELTSVILLE,MD,6,Friday,0,1,1.0
BELTSVILLE,MD,6,Friday,8,1,1.0
BELTSVILLE,MD,6,Friday,9,1,1.0
BELTSVILLE,MD,6,Friday,11,1,1.0
BELTSVILLE,MD,6,Friday,12,2,2.0
BELTSVILLE,MD,6,Friday,13,1,1.0
BELTSVILLE,MD,6,Friday,14,1,1.0
BELTSVILLE,MD,6,Friday,16,1,1.0
BELTSVILLE,MD,6,Friday,17,1,1.0
BELTSVILLE,MD,6,Friday,18,2,2.0
BELTSVILLE,MD,6,Friday,20,1,1.0
BELTSVILLE,MD,6,Friday,21,1,1.0
BELTSVILLE,MD,6,Friday,23,1,1.0
BELTSVILLE,MD,7,Saturday,0,1,1.0
BELTSVILLE,MD,7,Saturday,1,2,2.0
BELTSVILLE,MD,7,Saturday,2,4,6.0
BELTSVILLE,MD,7,Saturday,4,1,1.0
BELTSVILLE,MD,7,Saturday,6,1,1.0
BELTSVILLE,MD,7,Saturday,8,1,1.0
BELTSVILLE,MD,7,Saturday,10,1,1.0
BELTSVILLE,MD,7,Saturday,12,1,1.0
BELTSVILLE,MD,7,Saturday,13,3,3.0
BELTSVILLE,MD,7,Saturday,15,2,2.0
BELTSVILLE,MD,7,Saturday,17,1,1.0
BELTSVILLE,MD,7,Saturday,18,1,1.0
BELTSVILLE,MD,7,Saturday,19,1,1.0
BELTSVILLE,MD,7,Saturday,21,1,1.0
BELTSVILLE,MD,7,Saturday,22,1,1.0
BELTSVILLE,MD,7,Saturday,23,1,1.0
BETHESDA,MD,1,Sunday,0,299,303.0
BETHESDA,MD,1,Sunday,1,130,130.0
BETHESDA,MD,1,Sunday,2,133,141.0
BETHESDA,MD,1,Sunday,3,94,96.0
BETHESDA,MD,1,Sunday,4,47,48.0
BETHESDA,MD,1,Sunday,5,70,72.0
BETHESDA,MD,1,Sunday,6,39,39.0
BETHESDA,MD,1,Sunday,7,45,45.0
BETHESDA,MD,1,Sunday,8,78,79.0
BETHESDA,MD,1,Sunday,9,143,145.0
BETHESDA,MD,1,Sunday,10,141,143.0
BETHESDA,MD,1,Sunday,11,162,165.0
BETHESDA,MD,1,Sunday,12,227,227.0
BETHESDA,MD,1,Sunday,13,196,198.0
BETHESDA,MD,1,Sunday,14,220,222.0
BETHESDA,MD,1,Sunday,15,242,242.0
BETHESDA,MD,1,Sunday,16,236,237.0
BETHESDA,MD,1,Sunday,17,283,296.0
BETHESDA,MD,1,Sunday,18,249,257.0
BETHESDA,MD,1,Sunday,19,184,187.0
BETHESDA,MD,1,Sunday,20,195,200.0
BETHESDA,MD,1,Sunday,21,149,153.0
BETHESDA,MD,1,Sunday,22,135,138.0
BETHESDA,MD,1,Sunday,23,107,108.0
BETHESDA,MD,2,Monday,0,345,348.0
BETHESDA,MD,2,Monday,1,59,59.0
BETHESDA,MD,2,Monday,2,52,53.0
BETHESDA,MD,2,Monday,3,57,57.0
BETHESDA,MD,2,Monday,4,28,28.0
BETHESDA,MD,2,Monday,5,37,37.0
BETHESDA,MD,2,Monday,6,60,61.0
BETHESDA,MD,2,Monday,7,85,85.0
BETHESDA,MD,2,Monday,8,148,150.0
BETHESDA,MD,2,Monday,9,228,228.0
BETHESDA,MD,2,Monday,10,248,249.0
BETHESDA,MD,2,Monday,11,248,249.0
BETHESDA,MD,2,Monday,12,400,403.0
BETHESDA,MD,2,Monday,13,272,275.0
BETHESDA,MD,2,Monday,14,253,256.0
BETHESDA,MD,2,Monday,15,272,275.0
BETHESDA,MD,2,Monday,16,319,323.0
BETHESDA,MD,2,Monday,17,280,280.0
BETHESDA,MD,2,Monday,18,297,303.0
BETHESDA,MD,2,Monday,19,257,262.0
BETHESDA,MD,2,Monday,20,266,270.0
BETHESDA,MD,2,Monday,21,197,203.0
BETHESDA,MD,2,Monday,22,162,164.0
BETHESDA,MD,2,Monday,23,111,111.0
BETHESDA,MD,3,Tuesday,0,320,322.0
BETHESDA,MD,3,Tuesday,1,73,73.0
BETHESDA,MD,3,Tuesday,2,50,50.0
BETHESDA,MD,3,Tuesday,3,44,44.0
BETHESDA,MD,3,Tuesday,4,28,28.0
BETHESDA,MD,3,Tuesday,5,26,27.0
BETHESDA,MD,3,Tuesday,6,65,66.0
BETHESDA,MD,3,Tuesday,7,103,104.0
BETHESDA,MD,3,Tuesday,8,146,146.0
BETHESDA,MD,3,Tuesday,9,276,276.0
BETHESDA,MD,3,Tuesday,10,241,241.0
BETHESDA,MD,3,Tuesday,11,264,267.0
BETHESDA,MD,3,Tuesday,12,343,343.0
BETHESDA,MD,3,Tuesday,13,297,303.0
BETHESDA,MD,3,Tuesday,14,296,298.0
BETHESDA,MD,3,Tuesday,15,362,365.0
BETHESDA,MD,3,Tuesday,16,346,348.0
BETHESDA,MD,3,Tuesday,17,293,294.0
BETHESDA,MD,3,Tuesday,18,336,340.0
BETHESDA,MD,3,Tuesday,19,289,291.0
BETHESDA,MD,3,Tuesday,20,253,255.0
BETHESDA,MD,3,Tuesday,21,191,192.0
BETHESDA,MD,3,Tuesday,22,177,180.0
BETHESDA,MD,3,Tuesday,23,151,155.0
BETHESDA,MD,4,Wednesday,0,303,309.0
BETHESDA,MD,4,Wednesday,1,66,68.0
BETHESDA,MD,4,Wednesday,2,52,52.0
BETHESDA,MD,4,Wednesday,3,49,49.0
BETHESDA,MD,4,Wednesday,4,42,42.0
BETHESDA,MD,4,Wednesday,5,35,35.0
BETHESDA,MD,4,Wednesday,6,58,59.0
BETHESDA,MD,4,Wednesday,7,113,113.0
BETHESDA,MD,4,Wednesday,8,174,176.0
BETHESDA,MD,4,Wednesday,9,187,188.0
BETHESDA,MD,4,Wednesday,10,260,262.0
BETHESDA,MD,4,Wednesday,11,282,287.0
BETHESDA,MD,4,Wednesday,12,403,409.0
BETHESDA,MD,4,Wednesday,13,299,300.0
BETHESDA,MD,4,Wednesday,14,278,279.0
BETHESDA,MD,4,Wednesday,15,318,319.0
BETHESDA,MD,4,Wednesday,16,323,327.0
BETHESDA,MD,4,Wednesday,17,297,299.0
BETHESDA,MD,4,Wednesday,18,288,290.0
BETHESDA,MD,4,Wednesday,19,261,265.0
BETHESDA,MD,4,Wednesday,20,229,233.0
BETHESDA,MD,4,Wednesday,21,190,191.0
BETHESDA,MD,4,Wednesday,22,157,162.0
BETHESDA,MD,4,Wednesday,23,147,154.0
BETHESDA,MD,5,Thursday,0,338,339.0
BETHESDA,MD,5,Thursday,1,61,62.0
BETHESDA,MD,5,Thursday,2,68,68.0
BETHESDA,MD,5,Thursday,3,50,50.0
BETHESDA,MD,5,Thursday,4,44,47.0
BETHESDA,MD,5,Thursday,5,37,37.0
BETHESDA,MD,5,Thursday,6,55,55.0
BETHESDA,MD,5,Thursday,7,116,117.0
BETHESDA,MD,5,Thursday,8,159,161.0
BETHESDA,MD,5,Thursday,9,252,254.0
BETHESDA,MD,5,Thursday,10,238,240.0
BETHESDA,MD,5,Thursday,11,298,298.0
BETHESDA,MD,5,Thursday,12,365,366.0
BETHESDA,MD,5,Thursday,13,287,289.0
BETHESDA,MD,5,Thursday,14,287,288.0
BETHESDA,MD,5,Thursday,15,319,322.0
BETHESDA,MD,5,Thursday,16,291,292.0
BETHESDA,MD,5,Thursday,17,325,329.0
BETHESDA,MD,5,Thursday,18,328,332.0
BETHESDA,MD,5,Thursday,19,270,272.0
BETHESDA,MD,5,Thursday,20,222,225.0
BETHESDA,MD,5,Thursday,21,191,193.0
BETHESDA,MD,5,Thursday,22,153,155.0
BETHESDA,MD,5,Thursday,23,140,143.0
BETHESDA,MD,6,Friday,0,362,362.0
BETHESDA,MD,6,Friday,1,91,91.0
BETHESDA,MD,6,Friday,2,69,71.0
BETHESDA,MD,6,Friday,3,54,54.0
BETHESDA,MD,6,Friday,4,39,40.0
BETHESDA,MD,6,Friday,5,25,25.0
BETHESDA,MD,6,Friday,6,57,58.0
BETHESDA,MD,6,Friday,7,106,108.0
BETHESDA,MD,6,Friday,8,162,164.0
BETHESDA,MD,6,Friday,9,209,210.0
BETHESDA,MD,6,Friday,10,245,250.0
BETHESDA,MD,6,Friday,11,254,260.0
BETHESDA,MD,6,Friday,12,436,440.0
BETHESDA,MD,6,Friday,13,291,293.0
BETHESDA,MD,6,Friday,14,315,318.0
BETHESDA,MD,6,Friday,15,394,397.0
BETHESDA,MD,6,Friday,16,337,340.0
BETHESDA,MD,6,Friday,17,368,372.0
BETHESDA,MD,6,Friday,18,330,335.0
BETHESDA,MD,6,Friday,19,265,267.0
BETHESDA,MD,6,Friday,20,269,273.0
BETHESDA,MD,6,Friday,21,197,199.0
BETHESDA,MD,6,Friday,22,219,225.0
BETHESDA,MD,6,Friday,23,232,235.0
BETHESDA,MD,7,Saturday,0,347,358.0
BETHESDA,MD,7,Saturday,1,195,201.0
BETHESDA,MD,7,Saturday,2,227,234.0
BETHESDA,MD,7,Saturday,3,134,134.0
BETHESDA,MD,7,Saturday,4,39,39.0
BETHESDA,MD,7,Saturday,5,44,44.0
BETHESDA,MD,7,Saturday,6,36,36.0
BETHESDA,MD,7,Saturday,7,68,71.0
BETHESDA,MD,7,Saturday,8,84,87.0
BETHESDA,MD,7,Saturday,9,154,155.0
BETHESDA,MD,7,Saturday,10,176,176.0
BETHESDA,MD,7,Saturday,11,202,202.0
BETHESDA,MD,7,Saturday,12,281,281.0
BETHESDA,MD,7,Saturday,13,222,223.0
BETHESDA,MD,7,Saturday,14,209,211.0
BETHESDA,MD,7,Saturday,15,259,263.0
BETHESDA,MD,7,Saturday,16,289,291.0
BETHESDA,MD,7,Saturday,17,252,252.0
BETHESDA,MD,7,Saturday,18,258,263.0
BETHESDA,MD,7,Saturday,19,240,242.0
BETHESDA,MD,7,Saturday,20,216,220.0
BETHESDA,MD,7,Saturday,21,192,197.0
BETHESDA,MD,7,Saturday,22,167,169.0
BETHESDA,MD,7,Saturday,23,151,152.0
BOYDS,MD,1,Sunday,0,15,15.0
BOYDS,MD,1,Sunday,1,8,9.0
BOYDS,MD,1,Sunday,2,11,11.0
BOYDS,MD,1,Sunday,3,8,8.0
BOYDS,MD,1,Sunday,4,4,4.0
BOYDS,MD,1,Sunday,5,6,6.0
BOYDS,MD,1,Sunday,6,2,2.0
BOYDS,MD,1,Sunday,7,9,9.0
BOYDS,MD,1,Sunday,8,6,6.0
BOYDS,MD,1,Sunday,9,7,7.0
BOYDS,MD,1,Sunday,10,6,7.0
BOYDS,MD,1,Sunday,11,7,7.0
BOYDS,MD,1,Sunday,12,14,16.0
BOYDS,MD,1,Sunday,13,6,6.0
BOYDS,MD,1,Sunday,14,5,5.0
BOYDS,MD,1,Sunday,15,10,11.0
BOYDS,MD,1,Sunday,16,9,9.0
BOYDS,MD,1,Sunday,17,14,15.0
BOYDS,MD,1,Sunday,18,13,13.0
BOYDS,MD,1,Sunday,19,7,7.0
BOYDS,MD,1,Sunday,20,20,20.0
BOYDS,MD,1,Sunday,21,8,9.0
BOYDS,MD,1,Sunday,22,8,8.0
BOYDS,MD,1,Sunday,23,10,11.0
BOYDS,MD,2,Monday,0,32,32.0
BOYDS,MD,2,Monday,1,2,2.0
BOYDS,MD,2,Monday,2,4,4.0
BOYDS,MD,2,Monday,3,1,1.0
BOYDS,MD,2,Monday,4,2,2.0
BOYDS,MD,2,Monday,5,2,2.0
BOYDS,MD,2,Monday,6,1,1.0
BOYDS,MD,2,Monday,7,7,7.0
BOYDS,MD,2,Monday,8,7,7.0
BOYDS,MD,2,Monday,9,14,14.0
BOYDS,MD,2,Monday,10,10,10.0
BOYDS,MD,2,Monday,11,17,17.0
BOYDS,MD,2,Monday,12,11,11.0
BOYDS,MD,2,Monday,13,14,14.0
BOYDS,MD,2,Monday,14,12,12.0
BOYDS,MD,2,Monday,15,11,11.0
BOYDS,MD,2,Monday,16,12,12.0
BOYDS,MD,2,Monday,17,14,14.0
BOYDS,MD,2,Monday,18,15,15.0
BOYDS,MD,2,Monday,19,12,12.0
BOYDS,MD,2,Monday,20,11,12.0
BOYDS,MD,2,Monday,21,12,13.0
BOYDS,MD,2,Monday,22,11,11.0
BOYDS,MD,2,Monday,23,7,8.0
BOYDS,MD,3,Tuesday,0,29,29.0
BOYDS,MD,3,Tuesday,1,2,2.0
