City,State,year_number,month_number,month_period,total_incidents,total_victims
BROOKEVILLE,MD,2016,12,2016-12,15,15.0
BROOKEVILLE,MD,2017,1,2017-01,22,22.0
BROOKEVILLE,MD,2017,2,2017-02,10,10.0
BROOKEVILLE,MD,2017,3,2017-03,7,7.0
BROOKEVILLE,MD,2017,4,2017-04,20,22.0
BROOKEVILLE,MD,2017,5,2017-05,20,20.0
BROOKEVILLE,MD,2017,6,2017-06,7,7.0
BROOKEVILLE,MD,2017,7,2017-07,15,15.0
BROOKEVILLE,MD,2017,8,2017-08,18,18.0
BROOKEVILLE,MD,2017,9,2017-09,11,11.0
BROOKEVILLE,MD,2017,10,2017-10,10,10.0
BROOKEVILLE,MD,2017,11,2017-11,8,8.0
BROOKEVILLE,MD,2017,12,2017-12,17,17.0
BROOKEVILLE,MD,2018,1,2018-01,14,14.0
BROOKEVILLE,MD,2018,2,2018-02,10,10.0
BROOKEVILLE,MD,2018,3,2018-03,7,7.0
BROOKEVILLE,MD,2018,4,2018-04,20,22.0
BROOKEVILLE,MD,2018,5,2018-05,21,24.0
BROOKEVILLE,MD,2018,6,2018-06,16,16.0
BROOKEVILLE,MD,2018,7,2018-07,15,15.0
BROOKEVILLE,MD,2018,8,2018-08,12,12.0
BROOKEVILLE,MD,2018,9,2018-09,14,14.0
BROOKEVILLE,MD,2018,10,2018-10,7,7.0
BROOKEVILLE,MD,2018,11,2018-11,13,13.0
BROOKEVILLE,MD,2018,12,2018-12,17,17.0
BROOKEVILLE,MD,2019,1,2019-01,15,15.0
BROOKEVILLE,MD,2019,2,2019-02,10,10.0
BROOKEVILLE,MD,2019,3,2019-03,10,10.0
BROOKEVILLE,MD,2019,4,2019-04,24,24.0
BROOKEVILLE,MD,2019,5,2019-05,13,13.0
BROOKEVILLE,MD,2019,6,2019-06,19,19.0
BROOKEVILLE,MD,2019,7,2019-07,12,12.0
BROOKEVILLE,MD,2019,8,2019-08,14,14.0
BROOKEVILLE,MD,2019,9,2019-09,8,8.0
BROOKEVILLE,MD,2019,10,2019-10,17,18.0
BROOKEVILLE,MD,2019,11,2019-11,9,9.0
BROOKEVILLE,MD,2019,12,2019-12,8,9.0
BROOKEVILLE,MD,2020,1,2020-01,15,15.0
BROOKEVILLE,MD,2020,2,2020-02,12,12.0
BROOKEVILLE,MD,2020,3,2020-03,10,10.0
BROOKEVILLE,MD,2020,4,2020-04,11,11.0
BROOKEVILLE,MD,2020,5,2020-05,23,23.0
BROOKEVILLE,MD,2020,6,2020-06,16,16.0
BROOKEVILLE,MD,2020,7,2020-07,20,20.0
BROOKEVILLE,MD,2020,8,2020-08,17,17.0
BROOKEVILLE,MD,2020,9,2020-09,4,4.0
BROOKEVILLE,MD,2020,10,2020-10,13,13.0
BROOKEVILLE,MD,2020,11,2020-11,15,18.0
BROOKEVILLE,MD,2020,12,2020-12,17,17.0
BROOKEVILLE,MD,2021,1,2021-01,16,17.0
BROOKEVILLE,MD,2021,2,2021-02,14,14.0
BROOKEVILLE,MD,2021,3,2021-03,15,15.0
BROOKEVILLE,MD,2021,4,2021-04,9,9.0
BROOKEVILLE,MD,2021,5,2021-05,14,14.0
BROOKEVILLE,MD,2021,6,2021-06,12,12.0
BROOKEVILLE,MD,2021,7,2021-07,11,11.0
BROOKEVILLE,MD,2021,8,2021-08,6,6.0
BROOKEVILLE,MD,2021,9,2021-09,11,11.0
BROOKEVILLE,MD,2021,10,2021-10,18,18.0
BROOKEVILLE,MD,2021,11,2021-11,10,10.0
BROOKEVILLE,MD,2021,12,2021-12,14,14.0
BROOKEVILLE,MD,2022,1,2022-01,14,14.0
BROOKEVILLE,MD,2022,2,2022-02,21,21.0
BROOKEVILLE,MD,2022,3,2022-03,7,7.0
BROOKEVILLE,MD,2022,4,2022-04,11,11.0
BROOKEVILLE,MD,2022,5,2022-05,12,12.0
BROOKEVILLE,MD,2022,6,2022-06,9,9.0
BROOKEVILLE,MD,2022,7,2022-07,14,14.0
BROOKEVILLE,MD,2022,8,2022-08,17,18.0
BROOKEVILLE,MD,2022,9,2022-09,6,6.0
BROOKEVILLE,MD,2022,10,2022-10,15,15.0
BROOKEVILLE,MD,2022,11,2022-11,11,11.0
BROOKEVILLE,MD,2022,12,2022-12,9,9.0
BROOKEVILLE,MD,2023,1,2023-01,7,7.0
BROOKEVILLE,MD,2023,2,2023-02,9,10.0
BROOKEVILLE,MD,2023,3,2023-03,15,15.0
BROOKEVILLE,MD,2023,4,2023-04,5,5.0
BROOKEVILLE,MD,2023,5,2023-05,16,16.0
BROOKEVILLE,MD,2023,6,2023-06,9,9.0
BROOKEVILLE,MD,2023,7,2023-07,10,10.0
BROOKEVILLE,MD,2023,8,2023-08,8,8.0
BROOKEVILLE,MD,2023,9,2023-09,2,2.0
BROOKEVILLE,MD,2023,10,2023-10,4,4.0
BROOKEVILLE,MD,2023,11,2023-11,4,4.0
BROOKEVILLE,MD,2023,12,2023-12,5,5.0
BROOKEVILLE,MD,2024,1,2024-01,2,2.0
BROOKEVILLE,MD,2024,2,2024-02,6,6.0
BROOKEVILLE,MD,2024,3,2024-03,8,8.0
BROOKEVILLE,MD,2024,4,2024-04,4,4.0
BROOKEVILLE,MD,2024,5,2024-05,16,16.0
BROOKEVILLE,MD,2024,6,2024-06,14,14.0
BROOKEVILLE,MD,2024,7,2024-07,8,8.0
BROOKEVILLE,MD,2024,8,2024-08,12,12.0
BROOKEVILLE,MD,2024,9,2024-09,15,15.0
BROOKEVILLE,MD,2024,10,2024-10,11,12.0
BROOKEVILLE,MD,2024,11,2024-11,9,9.0
BROOKEVILLE,MD,2024,12,2024-12,8,8.0
BROOKEVILLE,MD,2025,1,2025-01,7,7.0
BROOKEVILLE,MD,2025,2,2025-02,7,7.0
BROOKEVILLE,MD,2025,3,2025-03,8,8.0
BROOKEVILLE,MD,2025,4,2025-04,7,7.0
BROOKEVILLE,MD,2025,5,2025-05,11,11.0
BROOKEVILLE,MD,2025,6,2025-06,7,7.0
BROOKEVILLE,MD,2025,7,2025-07,7,7.0
BROOKEVILLE,MD,2025,8,2025-08,12,12.0
BROOKEVILLE,MD,2025,9,2025-09,11,11.0
BROOKEVILLE,MD,2025,10,2025-10,10,10.0
BROOKEVILLE,MD,2025,11,2025-11,10,10.0
BROOKEVILLE,MD,2025,12,2025-12,8,8.0
BROOKEVILLE,MD,2026,1,2026-01,9,10.0
BROOKEVILLE,MD,2026,2,2026-02,5,5.0
BROOKEVILLE,MD,2026,3,2026-03,12,12.0
BROOKEVILLE,MD,2026,4,2026-04,7,7.0
BROOKEVILLE,MD,2026,5,2026-05,11,11.0
BROOKEVILLE,MD,2026,6,2026-06,11,13.0
BURTONSVILLE,MD,2016,7,2016-07,33,33.0
BURTONSVILLE,MD,2016,8,2016-08,42,43.0
BURTONSVILLE,MD,2016,9,2016-09,35,36.0
BURTONSVILLE,MD,2016,10,2016-10,33,33.0
BURTONSVILLE,MD,2016,11,2016-11,58,59.0
BURTONSVILLE,MD,2016,12,2016-12,39,39.0
BURTONSVILLE,MD,2017,1,2017-01,54,54.0
BURTONSVILLE,MD,2017,2,2017-02,45,46.0
BURTONSVILLE,MD,2017,3,2017-03,59,61.0
BURTONSVILLE,MD,2017,4,2017-04,73,76.0
BURTONSVILLE,MD,2017,5,2017-05,64,64.0
BURTONSVILLE,MD,2017,6,2017-06,55,55.0
BURTONSVILLE,MD,2017,7,2017-07,40,40.0
BURTONSVILLE,MD,2017,8,2017-08,58,58.0
BURTONSVILLE,MD,2017,9,2017-09,44,44.0
BURTONSVILLE,MD,2017,10,2017-10,66,66.0
BURTONSVILLE,MD,2017,11,2017-11,50,50.0
BURTONSVILLE,MD,2017,12,2017-12,55,57.0
BURTONSVILLE,MD,2018,1,2018-01,65,66.0
BURTONSVILLE,MD,2018,2,2018-02,59,60.0
BURTONSVILLE,MD,2018,3,2018-03,65,66.0
BURTONSVILLE,MD,2018,4,2018-04,82,83.0
BURTONSVILLE,MD,2018,5,2018-05,59,61.0
BURTONSVILLE,MD,2018,6,2018-06,56,57.0
BURTONSVILLE,MD,2018,7,2018-07,35,35.0
BURTONSVILLE,MD,2018,8,2018-08,71,71.0
BURTONSVILLE,MD,2018,9,2018-09,48,49.0
BURTONSVILLE,MD,2018,10,2018-10,57,59.0
BURTONSVILLE,MD,2018,11,2018-11,47,48.0
BURTONSVILLE,MD,2018,12,2018-12,42,45.0
BURTONSVILLE,MD,2019,1,2019-01,31,32.0
BURTONSVILLE,MD,2019,2,2019-02,32,33.0
BURTONSVILLE,MD,2019,3,2019-03,56,58.0
BURTONSVILLE,MD,2019,4,2019-04,42,46.0
BURTONSVILLE,MD,2019,5,2019-05,55,55.0
BURTONSVILLE,MD,2019,6,2019-06,46,46.0
BURTONSVILLE,MD,2019,7,2019-07,47,48.0
BURTONSVILLE,MD,2019,8,2019-08,46,48.0
BURTONSVILLE,MD,2019,9,2019-09,45,45.0
BURTONSVILLE,MD,2019,10,2019-10,78,78.0
BURTONSVILLE,MD,2019,11,2019-11,46,47.0
BURTONSVILLE,MD,2019,12,2019-12,43,43.0
BURTONSVILLE,MD,2020,1,2020-01,46,46.0
BURTONSVILLE,MD,2020,2,2020-02,48,49.0
BURTONSVILLE,MD,2020,3,2020-03,41,42.0
BURTONSVILLE,MD,2020,4,2020-04,39,39.0
BURTONSVILLE,MD,2020,5,2020-05,37,37.0
BURTONSVILLE,MD,2020,6,2020-06,39,41.0
BURTONSVILLE,MD,2020,7,2020-07,50,50.0
BURTONSVILLE,MD,2020,8,2020-08,41,42.0
BURTONSVILLE,MD,2020,9,2020-09,41,41.0
BURTONSVILLE,MD,2020,10,2020-10,41,41.0
BURTONSVILLE,MD,2020,11,2020-11,24,24.0
BURTONSVILLE,MD,2020,12,2020-12,43,44.0
BURTONSVILLE,MD,2021,1,2021-01,41,41.0
BURTONSVILLE,MD,2021,2,2021-02,35,36.0
BURTONSVILLE,MD,2021,3,2021-03,31,33.0
BURTONSVILLE,MD,2021,4,2021-04,37,38.0
BURTONSVILLE,MD,2021,5,2021-05,33,33.0
BURTONSVILLE,MD,2021,6,2021-06,48,49.0
BURTONSVILLE,MD,2021,7,2021-07,62,62.0
BURTONSVILLE,MD,2021,8,2021-08,35,39.0
BURTONSVILLE,MD,2021,9,2021-09,46,47.0
BURTONSVILLE,MD,2021,10,2021-10,46,47.0
BURTONSVILLE,MD,2021,11,2021-11,47,48.0
BURTONSVILLE,MD,2021,12,2021-12,40,40.0
BURTONSVILLE,MD,2022,1,2022-01,45,46.0
BURTONSVILLE,MD,2022,2,2022-02,60,60.0
BURTONSVILLE,MD,2022,3,2022-03,50,52.0
BURTONSVILLE,MD,2022,4,2022-04,34,35.0
BURTONSVILLE,MD,2022,5,2022-05,44,46.0
BURTONSVILLE,MD,2022,6,2022-06,51,52.0
BURTONSVILLE,MD,2022,7,2022-07,59,59.0
BURTONSVILLE,MD,2022,8,2022-08,43,43.0
BURTONSVILLE,MD,2022,9,2022-09,54,54.0
BURTONSVILLE,MD,2022,10,2022-10,49,51.0
BURTONSVILLE,MD,2022,11,2022-11,51,53.0
BURTONSVILLE,MD,2022,12,2022-12,70,72.0
BURTONSVILLE,MD,2023,1,2023-01,65,67.0
BURTONSVILLE,MD,2023,2,2023-02,67,68.0
BURTONSVILLE,MD,2023,3,2023-03,71,76.0
BURTONSVILLE,MD,2023,4,2023-04,54,54.0
BURTONSVILLE,MD,2023,5,2023-05,54,55.0
BURTONSVILLE,MD,2023,6,2023-06,69,69.0
BURTONSVILLE,MD,2023,7,2023-07,43,46.0
BURTONSVILLE,MD,2023,8,2023-08,41,41.0
BURTONSVILLE,MD,2023,9,2023-09,50,52.0
BURTONSVILLE,MD,2023,10,2023-10,61,64.0
BURTONSVILLE,MD,2023,11,2023-11,35,35.0
BURTONSVILLE,MD,2023,12,2023-12,43,46.0
BURTONSVILLE,MD,2024,1,2024-01,35,35.0
BURTONSVILLE,MD,2024,2,2024-02,37,40.0
BURTONSVILLE,MD,2024,3,2024-03,56,58.0
BURTONSVILLE,MD,2024,4,2024-04,45,47.0
BURTONSVILLE,MD,2024,5,2024-05,54,55.0
BURTONSVILLE,MD,2024,6,2024-06,41,41.0
BURTONSVILLE,MD,2024,7,2024-07,42,42.0
BURTONSVILLE,MD,2024,8,2024-08,36,36.0
BURTONSVILLE,MD,2024,9,2024-09,39,40.0
BURTONSVILLE,MD,2024,10,2024-10,57,58.0
BURTONSVILLE,MD,2024,11,2024-11,41,42.0
BURTONSVILLE,MD,2024,12,2024-12,42,44.0
BURTONSVILLE,MD,2025,1,2025-01,44,46.0
BURTONSVILLE,MD,2025,2,2025-02,42,42.0
BURTONSVILLE,MD,2025,3,2025-03,49,49.0
BURTONSVILLE,MD,2025,4,2025-04,48,48.0
BURTONSVILLE,MD,2025,5,2025-05,33,33.0
BURTONSVILLE,MD,2025,6,2025-06,32,32.0
BURTONSVILLE,MD,2025,7,2025-07,48,52.0
BURTONSVILLE,MD,2025,8,2025-08,45,48.0
BURTONSVILLE,MD,2025,9,2025-09,47,47.0
BURTONSVILLE,MD,2025,10,2025-10,44,44.0
BURTONSVILLE,MD,2025,11,2025-11,31,31.0
BURTONSVILLE,MD,2025,12,2025-12,57,58.0
BURTONSVILLE,MD,2026,1,2026-01,35,35.0
BURTONSVILLE,MD,2026,2,2026-02,48,52.0
BURTONSVILLE,MD,2026,3,2026-03,56,57.0
BURTONSVILLE,MD,2026,4,2026-04,28,29.0
BURTONSVILLE,MD,2026,5,2026-05,50,50.0
BURTONSVILLE,MD,2026,6,2026-06,40,40.0
BURTONSVILLE,MD,2026,7,2026-07,6,6.0
CABIN JOHN,MD,2016,7,2016-07,1,1.0
CABIN JOHN,MD,2016,8,2016-08,5,5.0
CABIN JOHN,MD,2016,9,2016-09,2,2.0
CABIN JOHN,MD,2016,10,2016-10,5,5.0
CABIN JOHN,MD,2016,11,2016-11,3,3.0
CABIN JOHN,MD,2016,12,2016-12,3,3.0
CABIN JOHN,MD,2017,1,2017-01,4,4.0
CABIN JOHN,MD,2017,2,2017-02,2,2.0
CABIN JOHN,MD,2017,3,2017-03,1,1.0
CABIN JOHN,MD,2017,4,2017-04,2,2.0
CABIN JOHN,MD,2017,6,2017-06,5,5.0
CABIN JOHN,MD,2017,8,2017-08,6,6.0
CABIN JOHN,MD,2017,9,2017-09,3,3.0
CABIN JOHN,MD,2017,10,2017-10,4,4.0
CABIN JOHN,MD,2017,11,2017-11,1,1.0
CABIN JOHN,MD,2017,12,2017-12,3,3.0
CABIN JOHN,MD,2018,1,2018-01,4,4.0
CABIN JOHN,MD,2018,2,2018-02,3,3.0
CABIN JOHN,MD,2018,4,2018-04,5,5.0
CABIN JOHN,MD,2018,5,2018-05,1,1.0
CABIN JOHN,MD,2018,6,2018-06,1,2.0
CABIN JOHN,MD,2018,7,2018-07,3,3.0
CABIN JOHN,MD,2018,8,2018-08,5,5.0
CABIN JOHN,MD,2018,9,2018-09,10,10.0
CABIN JOHN,MD,2018,10,2018-10,3,3.0
CABIN JOHN,MD,2018,12,2018-12,4,4.0
CABIN JOHN,MD,2019,2,2019-02,2,2.0
CABIN JOHN,MD,2019,4,2019-04,3,3.0
CABIN JOHN,MD,2019,5,2019-05,2,2.0
CABIN JOHN,MD,2019,6,2019-06,2,2.0
CABIN JOHN,MD,2019,7,2019-07,4,4.0
CABIN JOHN,MD,2019,8,2019-08,2,2.0
CABIN JOHN,MD,2019,9,2019-09,3,3.0
CABIN JOHN,MD,2019,10,2019-10,2,2.0
CABIN JOHN,MD,2019,11,2019-11,3,3.0
CABIN JOHN,MD,2019,12,2019-12,3,3.0
CABIN JOHN,MD,2020,1,2020-01,1,1.0
CABIN JOHN,MD,2020,2,2020-02,2,2.0
CABIN JOHN,MD,2020,3,2020-03,2,2.0
CABIN JOHN,MD,2020,4,2020-04,2,3.0
CABIN JOHN,MD,2020,5,2020-05,11,11.0
CABIN JOHN,MD,2020,6,2020-06,4,4.0
CABIN JOHN,MD,2020,7,2020-07,3,3.0
CABIN JOHN,MD,2020,8,2020-08,3,3.0
CABIN JOHN,MD,2020,9,2020-09,2,2.0
CABIN JOHN,MD,2020,10,2020-10,4,4.0
CABIN JOHN,MD,2020,11,2020-11,2,2.0
CABIN JOHN,MD,2021,1,2021-01,2,2.0
CABIN JOHN,MD,2021,2,2021-02,1,1.0
CABIN JOHN,MD,2021,3,2021-03,2,2.0
CABIN JOHN,MD,2021,4,2021-04,2,2.0
CABIN JOHN,MD,2021,5,2021-05,7,7.0
CABIN JOHN,MD,2021,6,2021-06,1,1.0
CABIN JOHN,MD,2021,7,2021-07,1,1.0
CABIN JOHN,MD,2021,8,2021-08,2,2.0
CABIN JOHN,MD,2021,9,2021-09,3,3.0
CABIN JOHN,MD,2021,10,2021-10,2,2.0
CABIN JOHN,MD,2021,11,2021-11,2,2.0
CABIN JOHN,MD,2021,12,2021-12,5,5.0
CABIN JOHN,MD,2022,1,2022-01,1,1.0
CABIN JOHN,MD,2022,2,2022-02,2,2.0
CABIN JOHN,MD,2022,3,2022-03,6,6.0
CABIN JOHN,MD,2022,4,2022-04,2,2.0
CABIN JOHN,MD,2022,5,2022-05,3,3.0
CABIN JOHN,MD,2022,6,2022-06,3,3.0
CABIN JOHN,MD,2022,7,2022-07,2,2.0
CABIN JOHN,MD,2022,8,2022-08,9,9.0
CABIN JOHN,MD,2022,9,2022-09,1,1.0
CABIN JOHN,MD,2022,10,2022-10,6,6.0
CABIN JOHN,MD,2022,11,2022-11,4,4.0
CABIN JOHN,MD,2022,12,2022-12,1,1.0
CABIN JOHN,MD,2023,1,2023-01,3,3.0
CABIN JOHN,MD,2023,2,2023-02,1,1.0
CABIN JOHN,MD,2023,3,2023-03,2,2.0
CABIN JOHN,MD,2023,4,2023-04,1,1.0
CABIN JOHN,MD,2023,5,2023-05,3,3.0
CABIN JOHN,MD,2023,6,2023-06,1,1.0
CABIN JOHN,MD,2023,7,2023-07,2,2.0
CABIN JOHN,MD,2023,8,2023-08,1,1.0
CABIN JOHN,MD,2023,9,2023-09,1,1.0
CABIN JOHN,MD,2023,10,2023-10,2,2.0
CABIN JOHN,MD,2024,1,2024-01,3,3.0
CABIN JOHN,MD,2024,3,2024-03,1,1.0
CABIN JOHN,MD,2024,4,2024-04,3,3.0
CABIN JOHN,MD,2024,5,2024-05,2,2.0
CABIN JOHN,MD,2024,6,2024-06,3,3.0
CABIN JOHN,MD,2024,7,2024-07,7,7.0
CABIN JOHN,MD,2024,8,2024-08,3,3.0
CABIN JOHN,MD,2024,9,2024-09,3,3.0
CABIN JOHN,MD,2024,10,2024-10,4,4.0
CABIN JOHN,MD,2024,11,2024-11,3,3.0
CABIN JOHN,MD,2025,1,2025-01,4,4.0
CABIN JOHN,MD,2025,2,2025-02,1,1.0
CABIN JOHN,MD,2025,3,2025-03,2,2.0
CABIN JOHN,MD,2025,4,2025-04,1,1.0
CABIN JOHN,MD,2025,5,2025-05,3,3.0
CABIN JOHN,MD,2025,6,2025-06,2,2.0
CABIN JOHN,MD,2025,7,2025-07,3,3.0
CABIN JOHN,MD,2025,8,2025-08,1,1.0
CABIN JOHN,MD,2025,9,2025-09,1,1.0
CABIN JOHN,MD,2025,10,2025-10,3,3.0
CABIN JOHN,MD,2025,11,2025-11,1,1.0
CABIN JOHN,MD,2025,12,2025-12,4,5.0
CABIN JOHN,MD,2026,1,2026-01,2,2.0
CABIN JOHN,MD,2026,4,2026-04,2,2.0
CABIN JOHN,MD,2026,5,2026-05,2,2.0
CABIN JOHN,MD,2026,6,2026-06,3,3.0
CHEVY CHASE,MD,2016,7,2016-07,68,68.0
CHEVY CHASE,MD,2016,8,2016-08,103,103.0
CHEVY CHASE,MD,2016,9,2016-09,79,79.0
CHEVY CHASE,MD,2016,10,2016-10,66,67.0
CHEVY CHASE,MD,2016,11,2016-11,77,77.0
CHEVY CHASE,MD,2016,12,2016-12,86,86.0
CHEVY CHASE,MD,2017,1,2017-01,63,63.0
CHEVY CHASE,MD,2017,2,2017-02,59,59.0
CHEVY CHASE,MD,2017,3,2017-03,59,59.0
CHEVY CHASE,MD,2017,4,2017-04,87,87.0
CHEVY CHASE,MD,2017,5,2017-05,72,72.0
CHEVY CHASE,MD,2017,6,2017-06,77,77.0
CHEVY CHASE,MD,2017,7,2017-07,95,95.0
CHEVY CHASE,MD,2017,8,2017-08,81,82.0
CHEVY CHASE,MD,2017,9,2017-09,80,81.0
CHEVY CHASE,MD,2017,10,2017-10,67,67.0
CHEVY CHASE,MD,2017,11,2017-11,81,81.0
CHEVY CHASE,MD,2017,12,2017-12,69,69.0
CHEVY CHASE,MD,2018,1,2018-01,73,73.0
CHEVY CHASE,MD,2018,2,2018-02,87,87.0
CHEVY CHASE,MD,2018,3,2018-03,78,78.0
CHEVY CHASE,MD,2018,4,2018-04,73,73.0
CHEVY CHASE,MD,2018,5,2018-05,85,85.0
CHEVY CHASE,MD,2018,6,2018-06,90,90.0
CHEVY CHASE,MD,2018,7,2018-07,96,97.0
CHEVY CHASE,MD,2018,8,2018-08,82,84.0
CHEVY CHASE,MD,2018,9,2018-09,81,81.0
CHEVY CHASE,MD,2018,10,2018-10,83,84.0
CHEVY CHASE,MD,2018,11,2018-11,69,73.0
CHEVY CHASE,MD,2018,12,2018-12,74,76.0
CHEVY CHASE,MD,2019,1,2019-01,97,98.0
CHEVY CHASE,MD,2019,2,2019-02,81,81.0
CHEVY CHASE,MD,2019,3,2019-03,80,80.0
CHEVY CHASE,MD,2019,4,2019-04,74,74.0
CHEVY CHASE,MD,2019,5,2019-05,71,71.0
CHEVY CHASE,MD,2019,6,2019-06,79,79.0
CHEVY CHASE,MD,2019,7,2019-07,75,76.0
CHEVY CHASE,MD,2019,8,2019-08,84,84.0
CHEVY CHASE,MD,2019,9,2019-09,76,76.0
CHEVY CHASE,MD,2019,10,2019-10,76,76.0
CHEVY CHASE,MD,2019,11,2019-11,80,80.0
CHEVY CHASE,MD,2019,12,2019-12,68,69.0
CHEVY CHASE,MD,2020,1,2020-01,81,82.0
CHEVY CHASE,MD,2020,2,2020-02,72,74.0
CHEVY CHASE,MD,2020,3,2020-03,66,66.0
CHEVY CHASE,MD,2020,4,2020-04,37,37.0
CHEVY CHASE,MD,2020,5,2020-05,66,66.0
CHEVY CHASE,MD,2020,6,2020-06,77,77.0
CHEVY CHASE,MD,2020,7,2020-07,74,74.0
CHEVY CHASE,MD,2020,8,2020-08,80,81.0
CHEVY CHASE,MD,2020,9,2020-09,85,85.0
CHEVY CHASE,MD,2020,10,2020-10,91,91.0
CHEVY CHASE,MD,2020,11,2020-11,64,64.0
CHEVY CHASE,MD,2020,12,2020-12,103,103.0
CHEVY CHASE,MD,2021,1,2021-01,79,79.0
CHEVY CHASE,MD,2021,2,2021-02,65,65.0
CHEVY CHASE,MD,2021,3,2021-03,64,64.0
CHEVY CHASE,MD,2021,4,2021-04,70,70.0
CHEVY CHASE,MD,2021,5,2021-05,66,66.0
CHEVY CHASE,MD,2021,6,2021-06,81,81.0
CHEVY CHASE,MD,2021,7,2021-07,76,77.0
CHEVY CHASE,MD,2021,8,2021-08,62,62.0
CHEVY CHASE,MD,2021,9,2021-09,90,90.0
CHEVY CHASE,MD,2021,10,2021-10,90,90.0
CHEVY CHASE,MD,2021,11,2021-11,79,81.0
CHEVY CHASE,MD,2021,12,2021-12,97,97.0
CHEVY CHASE,MD,2022,1,2022-01,93,94.0
CHEVY CHASE,MD,2022,2,2022-02,86,86.0
CHEVY CHASE,MD,2022,3,2022-03,78,79.0
CHEVY CHASE,MD,2022,4,2022-04,79,79.0
CHEVY CHASE,MD,2022,5,2022-05,87,88.0
CHEVY CHASE,MD,2022,6,2022-06,89,90.0
CHEVY CHASE,MD,2022,7,2022-07,85,85.0
CHEVY CHASE,MD,2022,8,2022-08,82,82.0
CHEVY CHASE,MD,2022,9,2022-09,91,91.0
CHEVY CHASE,MD,2022,10,2022-10,96,96.0
CHEVY CHASE,MD,2022,11,2022-11,99,102.0
CHEVY CHASE,MD,2022,12,2022-12,87,87.0
CHEVY CHASE,MD,2023,1,2023-01,84,85.0
CHEVY CHASE,MD,2023,2,2023-02,99,102.0
CHEVY CHASE,MD,2023,3,2023-03,68,69.0
CHEVY CHASE,MD,2023,4,2023-04,92,93.0
CHEVY CHASE,MD,2023,5,2023-05,102,104.0
CHEVY CHASE,MD,2023,6,2023-06,86,87.0
CHEVY CHASE,MD,2023,7,2023-07,72,73.0
CHEVY CHASE,MD,2023,8,2023-08,57,57.0
CHEVY CHASE,MD,2023,9,2023-09,85,85.0
CHEVY CHASE,MD,2023,10,2023-10,100,101.0
CHEVY CHASE,MD,2023,11,2023-11,59,59.0
CHEVY CHASE,MD,2023,12,2023-12,60,60.0
CHEVY CHASE,MD,2024,1,2024-01,54,56.0
CHEVY CHASE,MD,2024,2,2024-02,57,59.0
CHEVY CHASE,MD,2024,3,2024-03,71,71.0
CHEVY CHASE,MD,2024,4,2024-04,83,83.0
CHEVY CHASE,MD,2024,5,2024-05,77,78.0
CHEVY CHASE,MD,2024,6,2024-06,83,84.0
CHEVY CHASE,MD,2024,7,2024-07,85,85.0
CHEVY CHASE,MD,2024,8,2024-08,67,67.0
CHEVY CHASE,MD,2024,9,2024-09,97,97.0
CHEVY CHASE,MD,2024,10,2024-10,69,70.0
CHEVY CHASE,MD,2024,11,2024-11,58,59.0
CHEVY CHASE,MD,2024,12,2024-12,92,93.0
CHEVY CHASE,MD,2025,1,2025-01,79,79.0
CHEVY CHASE,MD,2025,2,2025-02,88,88.0
CHEVY CHASE,MD,2025,3,2025-03,118,119.0
CHEVY CHASE,MD,2025,4,2025-04,73,73.0
CHEVY CHASE,MD,2025,5,2025-05,79,79.0
CHEVY CHASE,MD,2025,6,2025-06,73,73.0
CHEVY CHASE,MD,2025,7,2025-07,96,96.0
CHEVY CHASE,MD,2025,8,2025-08,105,106.0
CHEVY CHASE,MD,2025,9,2025-09,75,77.0
CHEVY CHASE,MD,2025,10,2025-10,64,66.0
CHEVY CHASE,MD,2025,11,2025-11,60,61.0
CHEVY CHASE,MD,2025,12,2025-12,63,64.0
CHEVY CHASE,MD,2026,1,2026-01,66,68.0
CHEVY CHASE,MD,2026,2,2026-02,74,74.0
CHEVY CHASE,MD,2026,3,2026-03,69,70.0
CHEVY CHASE,MD,2026,4,2026-04,62,65.0
CHEVY CHASE,MD,2026,5,2026-05,70,72.0
CHEVY CHASE,MD,2026,6,2026-06,47,47.0
CHEVY CHASE,MD,2026,7,2026-07,4,4.0
CLARKSBURG,MD,2016,7,2016-07,42,45.0
CLARKSBURG,MD,2016,8,2016-08,31,31.0
CLARKSBURG,MD,2016,9,2016-09,49,49.0
CLARKSBURG,MD,2016,10,2016-10,51,51.0
CLARKSBURG,MD,2016,11,2016-11,84,84.0
CLARKSBURG,MD,2016,12,2016-12,60,60.0
CLARKSBURG,MD,2017,1,2017-01,42,42.0
CLARKSBURG,MD,2017,2,2017-02,51,53.0
CLARKSBURG,MD,2017,3,2017-03,50,50.0
CLARKSBURG,MD,2017,4,2017-04,40,40.0
CLARKSBURG,MD,2017,5,2017-05,42,42.0
CLARKSBURG,MD,2017,6,2017-06,56,57.0
CLARKSBURG,MD,2017,7,2017-07,53,53.0
CLARKSBURG,MD,2017,8,2017-08,62,66.0
CLARKSBURG,MD,2017,9,2017-09,67,67.0
CLARKSBURG,MD,2017,10,2017-10,91,92.0
CLARKSBURG,MD,2017,11,2017-11,54,54.0
CLARKSBURG,MD,2017,12,2017-12,68,68.0
CLARKSBURG,MD,2018,1,2018-01,39,45.0
CLARKSBURG,MD,2018,2,2018-02,43,43.0
CLARKSBURG,MD,2018,3,2018-03,35,35.0
CLARKSBURG,MD,2018,4,2018-04,61,62.0
